23.316	44.651	4.1683	71.634	37.322	130
21.879	42.101	4.1682	64.956	42.723	80
17.038	33.585	3.3018	82.311	36.498	60
18.315	41.678	2.1836	86.776	28.319	40
17.558	46.249	4.4336	92.425	37.457	70
15.176	38.995	2.1212	82.377	26.738	40
19.738	39.902	2.346	84.305	30.199	40
17.151	40.762	2.5073	85.705	27.98	110
19.155	30.365	3.2912	81.324	35.426	110
19.511	44.298	6.7067	89.654	41.653	200
22.478	32.183	2.4445	81.947	53.416	90
18.466	34.495	4.5759	74.959	41.011	80
20.722	45.457	3.9246	82.296	36.988	140
15.86	41.512	2.179	88.593	21.437	70
21.156	38.666	3.4045	75.148	36.856	60
21.435	38.105	1.8085	87.555	29.892	60
20.205	39.704	3.0635	83.657	36.256	50
17.407	41.32	3.7775	71.458	37.877	90
16.944	31.575	2.9111	82.882	27.753	70
20.174	38.122	2.9673	80.828	35.193	80
19.829	43.052	4.5787	71.025	31.935	70
17.492	45.829	3.283	88.623	35.088	180
18.447	33.263	0.56042	95.128	27.758	50
18.09	42.397	3.3509	92.645	35.422	50
18.742	35.384	3.2043	82.938	22.032	70
15.802	38.718	0.091287	85.459	26.354	30
17.31	44.514	3.9685	71.895	41.623	110
18.498	34.932	1.7633	92.876	37.255	70
20.947	49.856	3.53	84.004	40.003	100
15.198	42.777	3.2985	84.997	29.416	30
21.562	39.05	0.81438	91.252	29.414	50
23.349	39.406	2.2141	96.022	17.59	100
16.512	33.531	2.473	83.024	29.295	60
17.386	36.881	3.7998	81.091	32.089	50
19.648	32.267	2.4797	74.326	46.715	70
17.077	45.566	3.7465	76.497	34.466	50
20.278	38.23	2.7626	95.069	33.653	130
20.153	30.174	1.7416	85.853	23.604	50
16.117	32.44	3.1123	88.45	31.567	70
18.312	43.285	3.6194	72.078	38.753	40
22.23	41.907	0.91963	83.377	36.658	30
18.021	38.425	0.80217	94.764	31.079	50
19.762	47.607	4.1663	81.506	36.454	50
17.614	32.995	4.0091	74.778	37.078	110
17.81	43.025	4.0236	83.796	38.419	70
21.108	37.908	4.115	81.622	39.281	50
19.319	32.802	1.7786	84.343	30.355	40
19.271	35.723	1.9293	87.294	25.503	40
22.424	36.574	3.4236	83.83	67.642	130
16.71	35.324	2.2132	71.929	37.657	30
17.551	32.278	2.9893	83.973	23.464	50
20.134	40.022	1.0212	85.627	36.109	40
18.937	41.937	2.9974	91.007	48.685	90
20.798	38.694	3.3939	75	36.997	100
17.395	51.092	4.8298	79.779	37.566	110
19.483	38.196	3.5087	78.123	31.619	30
16.962	33.145	3.8441	73.308	31.565	40
16.361	35.369	0.80134	88.222	27.798	50
20.301	42.543	3.5331	80.723	38.44	40
20.125	35.152	2.6511	92.91	37.882	90
19.954	43.059	3.971	90.793	35.349	60
17.808	41.827	1.4354	90.779	51.083	70
19.965	30.245	1.1814	95.385	23.524	50
20.687	36.662	1.8871	82.016	25.69	40
18.405	45.537	4.3297	70.804	37.439	140
20.271	39.759	3.4391	75.423	30.881	40
15.858	32.812	2.1225	90.437	24.901	40
20.295	41.67	2.0073	92.486	47.088	60
17.459	39.849	1.0617	85.177	24.495	50
19.392	41.338	5.4963	80.791	45.12	100
21.438	37.461	1.3133	84.331	26.097	40
21.939	43.679	2.6218	87.507	20.657	80
19.778	33.079	1.2562	92.746	19.883	50
17.459	39.446	0.25774	89.913	30.887	50
19.253	34.988	3.0873	84.659	23.583	60
19.95	37.595	0.60587	97.8	16.755	30
16	43.994	4.0238	74.321	27.989	50
18.926	33.301	4.0407	84.12	37.326	70
16.239	38.07	1.3322	83.553	21.292	50
20.128	35.335	0.044737	92.491	36.33	50
20.491	34.114	3.4214	84.367	40.892	50
16.051	35.768	4.0443	80.616	37.323	50
22.936	47.069	6.4794	86.6	44.05	200
19.121	38.114	1.2075	95.773	39.797	70
20.129	50.037	4.5222	86.23	47.611	50
19.388	45.671	2.8877	76.413	32.157	20
20.413	39.834	5.0701	92.55	37.834	140
18.177	39.953	1.0899	84.902	49.927	50
17.021	37.228	3.2829	80.672	37.817	70
16.872	44.176	3.265	75.671	33.48	90
16.434	34.711	2.6445	80.867	30.855	30
17.015	38.341	3.4162	78.109	37.7	60
17.911	36.061	3.3749	87.058	27.106	40
16.712	30.279	2.5969	89.209	20.719	40
17.296	40.041	0.059391	95.7	27.294	30
15.536	33.213	3.786	69.748	32.474	20
21.542	32.383	2.693	82.189	34.432	110
17.934	35.187	3.295	88.392	23.089	40
16.567	40.533	0.87452	97.021	54.603	40
19.191	36.017	4.5682	64.869	39.047	80
18.623	39.183	3.2946	68.745	33.47	40
20.17	44.618	3.794	81.953	41.077	60
17.103	34.596	2.4161	89.948	21.666	130
16.594	33.765	4.7005	71.746	38.045	70
18.809	44.978	3.6159	83.455	33.837	60
18.153	40.826	1.8487	93.855	25.352	50
18.324	38.283	5.6135	78.481	40.198	190
19.951	49.796	4.6551	69.069	43.195	110
18.703	33.297	3.9648	67.77	33.029	40
16.313	38.262	0.10371	97.774	17.943	50
16.623	36.788	3.0989	68.816	33.325	40
16.206	38.85	2.748	82.914	34.182	30
18.768	37.221	3.8377	83.016	37.773	80
19.707	45.399	3.1961	69.58	39.027	80
15.592	33.929	3.4488	82.791	24.94	30
19.04	34.981	2.9292	87.928	32.999	60
18.316	43.081	2.2578	77.281	36.577	50
21.708	39.699	3.9651	83.368	28.827	130
18.447	37.667	3.54	74.017	36.96	100
17.084	39.356	1.0084	90.668	23.045	40
19.076	39.308	2.1669	85.282	26.485	50
19.214	44.352	2.362	84.395	28.949	40
23.194	45.419	3.3147	95.401	43.169	130
19.582	49.336	4.0958	92.532	35.611	60
17.938	41.336	4.202	89.574	51.442	170
20.929	43.984	3.3555	88.273	28.887	50
20.348	44.969	4.5013	84.516	31.2	60
20.519	35.353	3.9347	78.186	38.876	110
15.072	43.199	1.6464	77.789	34.079	30
20.374	34.551	2.2706	70.793	36.381	50
16.904	38.072	1.3289	90.041	39.222	60
21.832	37.287	1.1962	89.742	58.273	50
18.804	30.836	4.1216	68.855	37.016	70
15.48	42.769	3.7874	72.854	38.541	40
15.32	31.225	3.8517	65.891	37.095	30
18.14	38.098	3.9136	74.702	31.635	40
17.882	32.874	0.84435	92.585	44.423	50
17.191	34.128	4.3698	91.93	39.048	110
15.654	46.484	3.6548	83.974	29.9	60
19.076	31.118	4.6965	66.185	35.904	80
17.228	31.088	2.283	88.27	27.424	30
16.962	39.27	4.2612	89.591	34.934	120
18.129	46.594	4.4935	75.777	39.937	80
21.092	27.023	0.1207	94.819	23.468	40
21.122	36.195	1.8898	77.076	34.776	50
16.526	35.253	3.2778	69.286	61.972	70
17.374	46.567	2.5955	93.147	36.037	40
17.468	43.529	2.0556	88.502	36.897	110
18.624	42.73	1.6181	92.123	32.032	50
17.598	29.326	1.8576	90.315	24.107	40
16.49	32.077	1.7153	91.512	25.79	50
20.691	32.543	2.7321	77.048	40.712	50
17.174	40.305	2.3911	87.511	29.13	30
16.082	43.378	3.4777	90.025	24.683	40
18.515	37.243	1.3782	87.582	60.303	50
18.446	46.994	4.0288	81.899	32.349	60
22.256	36.495	5.4017	78.301	41.58	140
21.96	36.275	3.9983	71.77	39.045	100
15.793	35.591	2.9842	65.599	33.073	30
19.431	30.424	0.32025	93.124	44.626	50
19.541	47.945	2.8507	86.981	28.277	30
20.954	32.419	1.7753	76.451	25.856	50
17.859	36.379	0.73466	91.395	19.161	30
17.431	43.484	3.4686	81.889	28.571	50
17.569	39.165	2.9988	85.789	37.119	40
15.88	38.381	1.6173	72.543	31.56	50
20.469	40.827	3.4777	84.919	35.975	60
18.036	40.134	2.4217	91.073	36.829	50
19.023	45.181	4.0879	85.896	38.249	90
18.659	50.145	3.5489	85.136	29.526	50
18.217	34.212	2.6474	82.816	39.681	120
17.954	32.883	2.9268	94.061	36.687	50
17.218	35.277	3.7114	85.107	27.208	40
19.397	37.053	3.1041	87.324	30.59	100
17.539	37.799	3.2643	83.095	37.406	60
21.876	40.637	4.604	66.739	42.192	130
20.51	42.671	3.6378	74.381	34.445	70
16.429	51.482	4.1818	78.728	29.508	70
19.869	41.929	0.59685	83.135	36.831	60
20.228	34.793	2.2019	96.738	24.928	100
19.716	40.295	2.328	77.58	28.894	40
19.029	43.617	2.3172	83.45	33.17	20
15.505	38.52	3.2435	82.629	25.313	30
20.792	36.428	3.1646	86.556	55.797	100
18.233	40.41	3.4452	67.628	43.932	70
17.517	50.475	4.5748	74.487	36.141	50
20.888	36.884	3.507	85.426	29.153	50
20.123	47.921	4.2437	84.361	35.291	80
17.436	40.521	4.7672	70.949	31.417	40
18.669	43.312	3.2278	75.993	23.54	20
20.634	35.121	1.8109	74.07	30.571	40
16.65	43.651	2.7317	85.131	33.212	40
17.261	35.069	3.3639	81.594	23.223	60
23.212	49.524	3.6746	74.319	39.521	90
21.931	44.159	1.8634	94.197	16.153	110
16.512	41.022	3.4632	84.121	41.136	50
19.235	54.026	5.5239	82.237	43.232	100
19.154	28.669	1.2322	85.881	46.413	60
16.539	40.326	3.8729	77.661	35.309	90
19.019	43.471	2.79	84.741	32.633	40
16.891	31.344	2.0772	85.241	34.045	50
16.333	43.867	2.8694	93.653	36.702	110
20.573	35.94	1.808	95.155	19.374	50
18.54	31.558	3.0213	69.747	34.419	30
21.077	43.467	2.8705	67.391	37.398	50
18.401	34.442	4.0108	86.914	56.9	160
20.212	43.519	3.8521	79.103	38.353	40
17.549	48.401	3.2755	82.963	33.745	50
19.924	39.407	4.2354	74.099	31.668	80
21.252	37.017	1.1186	83.619	21.431	50
19.143	41.59	2.9231	91.259	21.726	40
18.267	36.282	3.7694	94.226	61.161	140
18.148	30.686	1.4274	96.388	29.318	50
23.377	36.579	3.2283	88.076	64.645	110
17.22	31.353	2.3314	95.973	21.713	80
18.839	42.648	3.1535	84.547	23.213	40
21.24	43.447	1.2709	84.776	35.984	40
19.601	45.599	2.5223	90.425	29.993	60
15.45	36.549	3.1999	74.384	35.659	40
21.052	43.592	4.555	85.945	41.025	100
21.132	39.415	2.5063	70.46	35.114	50
16.599	37.014	5.927	80.785	36.295	130
15.834	33.28	2.6557	93.914	33.072	70
17.551	32.878	3.5543	79.123	29.178	50
21.818	40.788	4.1333	67.922	27.692	80
19.427	37.74	2.1509	88.768	27.159	50
17.341	39.935	2.8439	66.871	40.862	50
18.082	32.83	2.6332	85.037	30.94	30
17.561	36.182	2.9986	89.571	22.293	40
16.468	38.523	2.3536	79.594	39.987	50
19.228	35.774	3.1501	76.959	25.891	60
17.571	41.157	1.8954	91.461	29.328	40
20.01	32.798	3.089	76.942	37.32	50
20.655	36.239	0.36417	90.38	25.983	30
17.182	41.521	3.9623	76.158	38.384	110
17.518	44.936	2.9764	82.78	25.832	40
17.452	39.261	3.5976	79.76	33.596	60
17.908	35.941	1.8557	81.764	30.291	40
21.049	36.876	3.3874	81.657	33.272	80
19.184	45.662	3.2105	90.57	39.003	50
17.741	36.434	1.773	86.087	39.222	70
23.606	43.069	2.9141	96.712	56.033	150
22.725	44.187	1.2761	83.007	38.368	50
16.228	48.448	5.6077	70.233	41.54	50
19.002	37.849	3.552	75.918	29.073	50
16.539	34.24	1.7742	94.466	31.996	60
19.595	41.406	2.9117	81.578	32.741	40
19.87	48.776	4.5743	85.268	43.786	50
15.306	37.977	3.0194	91.185	17.546	50
19.666	43.621	3.2168	79.556	35.036	50
20.939	43.91	1.6637	83.86	29.999	50
17.163	45.198	3.3547	85.923	38.622	40
16.486	41.633	1.4883	90.482	26.714	40
17.29	44.173	4.522	82.092	35.985	60
19.016	39.01	3.0387	73.999	41.701	60
17.141	34.532	1.0937	83.109	23.538	30
18.285	42.787	3.1486	82.254	23.009	20
20.297	31.786	4.0142	86.602	38.432	80
18.184	34.263	3.3689	78.486	34.832	30
20.834	41.059	4.7406	69.246	36.484	90
18.826	39.056	2.3408	72.972	38.395	50
17.28	44.045	3.7939	78.822	41.079	50
19.387	40.216	2.2866	90.036	27.693	60
17.669	42.487	4.2946	88.333	38.325	70
16.984	39.736	0.87038	98.135	40.255	60
17.625	47.874	2.6097	93.928	30.787	30
18.976	36.407	3.9357	81.124	34.241	50
15.228	42.836	3.2271	82.211	19.317	40
19.723	45.523	5.0959	70.541	29.63	50
16.71	40.384	3.8842	85.859	40.844	60
21.913	31.473	2.2512	87.733	37.888	80
15.078	38.926	1.7727	85.613	33.609	50
18.646	41.956	3.0398	91.192	21.29	50
18.239	34.278	4.5805	67.959	42.773	50
16.02	38.58	3.5196	79.901	33.024	60
22.666	39.653	2.5439	98.019	43.653	130
19.156	41.412	2.5692	79.841	22.191	50
20.139	38.114	4.5878	90.813	59.931	190
17.196	33.247	3.0438	77.647	25.049	40
21.386	36.189	0.022874	95.498	43.291	60
16.637	37.12	0.83735	93.654	31.155	50
17.386	43.55	3.7346	82.809	36.075	30
17.024	35.592	3.2022	90.538	31.632	60
16.497	37.86	2.1977	80.36	40.386	60
15.554	36.858	1.1638	94.842	28.402	60
18.994	47.007	2.9358	82.803	30.307	50
18.479	35.548	2.2817	83.114	37.943	80
17.092	44.345	3.9646	86.309	32.336	140
18.579	41.294	4.0565	71.524	31.666	60
18.775	36.282	3.5976	67.239	36.549	60
15.828	36.543	3.9985	82.053	32.649	80
17.947	36.515	4.4986	84.138	38.152	140
19.61	39.411	4.8065	73.944	34.266	60
18.73	45.478	3.4435	77.586	34.189	60
19.487	38.817	1.8547	87.076	26.915	50
22.008	33.14	1.938	86.39	44.869	50
20.93	39.144	2.0318	78.092	31.795	50
21.45	37.443	3.285	79.723	21.588	60
19.642	44.356	3.725	83.053	33.543	50
18.519	47.133	2.7538	88.798	43.333	50
18.894	37.182	2.6588	87.217	44.091	60
18.427	50.466	3.5983	90.347	34.215	180
18.186	50.208	5.6803	72.526	39.016	90
17.579	31.548	0.92442	91.483	34.181	50
20	36.314	2.5586	89.093	35.208	70
15.157	39.943	2.123	83.394	26.489	40
15.586	34.092	2.8651	94.058	33.791	60
21.4	35.851	6.8345	81.686	27.365	190
16.318	30.614	4.1246	68.903	24.116	40
17.476	32.308	3.7251	79.276	33.875	100
18.514	39.686	4.2716	75.404	42.841	100
19.131	46.175	3.1204	88.589	37.523	40
17.331	37.636	3.3983	92.066	26.651	150
19.704	47.628	3.4878	88.469	35.22	60
21.367	36.569	0.93741	89.528	48.83	70
19.363	45.106	3.6047	89.247	62.077	100
21.986	41.139	2.7646	75.177	48.661	80
16.225	31.197	2.5093	81.261	35.694	50
19.885	35.904	3.3389	82.284	39.375	50
17.944	36.26	3.2468	84.234	37.328	50
19.316	38.592	3.6915	67.423	35.826	40
23.085	46.598	6.1491	81.614	42.481	200
16.999	38.148	3.1452	83.972	21.631	50
20.769	33.78	3.0611	86.299	55.36	140
17.893	28.852	0.70391	97.993	29.784	40
20.663	46.632	4.202	69.197	40.011	100
21.655	45.237	4.4931	72.707	40.356	100
18.856	45.14	2.9506	88.573	19.703	40
17.175	31.425	2.4425	90.448	27.812	50
17.504	34.029	3.3525	94.459	33.288	70
19.089	41.846	2.8993	79.64	33.307	40
19.427	36.442	4.0054	74.612	34.945	50
18.963	45.361	3.785	85.13	39.208	40
17.593	47.318	4.7472	84.209	31.223	60
16.404	43.471	0.89201	91.324	21.256	30
20.52	36.262	2.1366	71.998	36.549	50
15.769	31.544	3.2883	82.368	21.568	50
17.042	30.515	2.913	78.853	27.67	60
22.301	49.107	3.3012	82.461	37.59	100
17.221	43.764	3.0862	70.755	41.889	60
16.205	39.828	2.273	84.339	18.77	70
21.962	32.85	2.5961	75.903	38.65	50
19.898	39.3	0.80448	95.945	15.507	110
21.587	38.848	0.94015	81.895	26.136	70
16.727	44.131	4.0442	77.523	40.384	50
15.936	34.346	3.2019	71.992	28.491	30
21.737	44.471	3.4382	71.668	37.414	100
16.354	49.594	3.1265	83.296	35.3	50
22.498	37.647	0.78654	91.514	39.096	60
17.804	49.181	3.9065	87.432	34.155	50
17.727	36.173	3.4822	83.738	32.093	50
18.263	30.051	2.8371	79.991	28.053	30
18.067	35.215	3.6771	88.631	41.615	40
16.048	43.039	1.7902	85.859	23.898	50
17.473	34.853	2.5453	93.596	25.06	110
21.601	33.304	2.3063	77.647	28.891	60
20.584	39.001	2.1235	72.397	35.753	50
16.981	35.809	1.6826	72.514	35.44	40
19.543	35.977	4.9011	83.957	41.829	90
18.661	37.179	3.061	89.868	33.614	50
19.042	38.051	1.8171	81.674	26.779	30
19.258	31.55	0.79734	93.815	33.711	50
17.582	35.043	2.9877	79.384	33.184	50
19.7	38.467	1.7636	82.771	51.621	50
16.863	37.318	1.8202	88.033	49.323	50
20.442	38.656	2.8705	79.48	35.923	30
18	43.368	3.7108	82.427	37.818	40
18.064	41.889	4.679	73.874	29.354	60
17.968	35.712	3.5355	93.529	23.978	100
17.398	36.792	3.2357	87.712	35.943	40
18.106	49.13	3.167	80.485	34.192	60
19.009	49.405	4.842	77.748	40.287	100
15.675	38.477	0.34619	95.111	22.031	50
17.229	45.259	2.3162	83.889	27.03	50
21.377	39.379	5.1297	63.233	47.643	70
19.289	31.84	2.7651	86.013	21.384	80
16.171	37.77	4.327	81.088	35.21	110
20.204	34.447	4.5521	70.63	41.274	100
16.717	36.915	3.1306	88.608	20.697	50
20.463	38.956	1.6174	85.2	31.927	50
19.71	44.522	2.0499	86.131	29.358	40
16.632	41.282	3.2298	89.268	31.459	100
16.587	32.565	1.7722	71.9	33.312	50
16.126	33.962	0.78595	93.058	28.265	40
15.667	38.379	3.5605	78.887	32.095	50
20.023	39.784	3.0991	84.739	23.031	60
18.616	38.892	1.5988	83.921	32.568	70
17.675	40.6	2.0313	81.471	27.391	60
15.429	38.542	3.4766	86.784	22.817	50
20.406	41.117	3.3564	76.158	39.806	30
18.356	35.515	2.5548	76.803	25.641	30
15.064	32.677	2.5098	93.215	33.444	40
20.763	33.081	2.3273	80.952	29.65	60
15.102	43.246	2.7535	91.938	34.046	30
19.581	36.761	3.6875	81.174	42.251	60
16.671	31.727	2.6708	77.745	29.656	90
17.728	31.97	1.2215	85.86	37.213	40
17.629	43.2	3.4089	77.449	37.742	100
19.102	37.938	3.0432	88.069	24.214	60
17.516	30.427	3.2167	89.452	22.124	50
20.146	29.726	1.0788	95.941	26.588	70
21.813	42.659	1.4108	85.29	38.043	50
16.959	45.596	2.4885	84.604	34.365	60
18.848	38.929	2.3489	77.437	31.76	60
17.623	35.424	4.1392	68.82	26.663	90
20.207	30.759	3.8513	78.515	39.224	150
19.724	39.464	3.9208	81.673	31.603	50
18.994	50.568	3.2737	85.061	28.735	40
20.712	46.289	3.577	94.298	38.984	130
17.429	29.343	1.6808	87.381	29.156	40
20.442	40.956	3.496	84.662	35.656	90
16.427	33.43	2.7695	80.508	31.855	40
17.451	38.428	2.3809	87.029	24.4	70
20.228	50.523	3.7253	80.847	38.401	50
19.598	33.486	2.3272	71.88	39.654	40
21.021	30.402	3.397	79.371	23.57	80
17.243	37.726	4.803	80.368	40.725	110
18.032	42.827	5.3344	89.155	37.64	110
19.478	40.596	1.5017	80.693	38.934	50
19.708	38.998	1.9453	88.903	30.409	50
18.679	41.217	3.7631	72.317	26.273	40
17.98	37.692	3.0293	91.976	31.629	20
18.875	39.039	3.3215	81.886	37.131	90
20.321	33.612	2.35	73.914	37.614	50
18.115	32.83	1.959	78.498	32.744	50
17.033	34.339	2.0014	79.463	29.223	30
15.881	32.201	2.0716	77.506	34.493	50
16.008	37.686	1.1731	96.048	36.909	40
19.526	42.86	3.0741	79.311	20.708	50
16.944	52.166	3.4671	86.691	40.342	50
18.222	44.854	4.1712	73.55	33.223	50
15.163	40.485	2.8769	82.699	32.75	40
18.184	34.245	2.3282	95.703	32.917	60
17.687	34.468	2.1245	90.201	29.532	40
20.905	34.807	0.16698	90.087	31.578	50
17.347	35.91	1.6537	88.744	37.924	50
16.064	38.2	3.4992	79.466	31.246	60
16.898	36.518	2.518	88.884	32.781	50
18.67	34.739	3.5401	70.207	39.797	90
19.5	38.236	5.2095	76.502	59.039	50
17.817	33.858	3.0487	85.417	20.789	40
15.435	32.199	1.6471	85.463	35.199	30
17.008	29.818	4.5192	73.686	26.312	60
18.208	30.024	0.83651	91.195	24.195	50
16.868	39.35	3.414	81.152	34.156	30
21.562	36.766	1.3278	83.639	44.629	50
18.239	43.39	2.366	82.787	24.695	50
20.256	31.671	0.38137	90.152	52.219	50
20.462	41.419	3.6968	85.24	42.363	50
16.562	38.547	2.9419	89.279	36.025	50
19.421	45.693	3.7155	84.398	25.028	40
15.587	42.469	3.4419	66.671	29.64	20
18.11	33.597	4.6011	81.544	37.054	110
18.458	40.878	2.2296	84.296	31.428	40
15.996	42.487	3.586	91.646	21.387	40
19.61	38.159	3.4402	82.999	40.411	60
17.519	39.633	4.367	84.006	43.528	170
20.708	32.578	2.2971	73.64	36.838	50
22.334	41.847	1.7974	83.473	28.306	50
17.081	43.399	4.2876	69.683	30.024	60
22.644	39.961	0.94682	81.902	48.775	50
19.008	34.878	2.4951	83.568	30.264	40
22.355	40.39	3.8722	83.743	38.565	110
15.834	32.753	2.2428	78.889	36.441	40
16.07	39.307	4.193	76.951	27.272	50
17.283	35.932	3.4695	85.736	27.89	50
15.642	31.005	1.8783	84.82	33.789	30
18.233	42.458	3.9009	78.219	39.866	60
18.4	34.212	3.5971	73.557	36.254	40
16.841	32.987	1.4998	85.535	41.956	60
20.764	35.71	3.2823	72.986	57.34	80
20.728	38.224	2.9204	77.36	39.349	70
19.608	38.408	4.9841	91.288	20.152	180
17.93	40.468	3.6958	74.811	35.619	80
18.006	33.425	0.35202	92.731	25.009	60
17.409	44.19	4.0831	75.946	31.157	80
22.22	39.551	4.052	99.346	57.332	160
24.161	42.239	4.1315	92.693	35.753	150
16.07	32.771	2.7703	86.099	29.434	40
16.18	40.57	2.3452	72.725	35.717	50
21.049	43.426	4.3657	71.445	41.819	120
19.631	39.576	4.1344	78.904	41.792	60
18.486	45.624	3.7824	82.151	36.614	30
15.918	33.019	1.8379	80.555	25.273	50
19.271	39.429	3.9292	81.477	34.55	60
21.629	35.04	2.6914	81.057	21.677	50
17.198	34.296	0.75907	91.441	21.416	40
19.553	31.704	3.0172	86.726	27.081	110
22.031	45.284	4.8492	72.838	29.898	80
22.68	35.518	3.0327	87.565	41.948	70
19.932	40.859	3.8624	89.274	31.326	170
16.788	37.133	0.62848	86.173	33.453	50
18.076	41.99	1.8064	87.423	60.938	50
20.604	34.064	4.2242	78.341	39.027	60
15.831	36.814	1.6836	83.169	38.525	30
16.668	36.992	3.9834	91.127	32.822	100
17.078	31.735	1.3208	91.647	23.882	60
20.271	39.937	0.83594	82.646	23.898	30
15.233	42.795	1.967	80.929	33.38	50
21.658	36.305	3.5953	74.589	39.032	60
17.239	35.652	1.1068	87.969	39.933	40
19.259	39.819	3.8666	68.638	32.74	70
17.82	37.712	1.2562	89.068	32.423	60
20.963	39.698	3.1124	70.59	41.483	70
20.93	35.109	0.91006	87.611	29.605	40
17.113	38.103	3.888	65.346	39.639	50
17.082	36.548	2.9271	82.946	31.928	90
21.241	34.206	5.2296	68.283	31.363	100
19.198	41.006	2.7909	83.766	34.907	40
20.61	33.102	3.827	80.788	36.468	110
16.211	38.08	3.052	84.994	23.578	50
18.519	40.086	2.5857	84.246	28.28	90
18.619	31.538	3.5199	81.173	34.991	50
18.182	44.697	3.3961	89.996	36.341	60
19.03	47.566	4.2193	92.993	29.866	170
18.852	38.787	2.2087	97.402	33.961	80
19.104	40.254	2.393	75.52	29.296	30
16.843	39.041	3.9777	75.133	42.216	40
15.246	35.536	3.736	73.723	39.235	30
15.732	34.427	3.975	76.475	34.084	40
16.48	48.083	4.1467	82.796	31.941	70
18.699	34.18	1.3693	99.21	31.678	70
17.069	37.026	1.2548	88.692	47.942	50
16.658	45.491	2.6044	90.057	31.348	50
20.991	43.147	2.414	89.998	22.118	100
18.962	31.265	0.61568	97.097	59.617	50
16.113	43.381	3.5155	87.871	26.638	30
16.686	32.857	2.9936	82.105	26.171	60
16.442	31.626	3.2011	89.64	36.217	50
16.307	39.706	0.7741	84.245	25.989	20
22.183	36.448	0.89199	80.66	24.51	30
21.089	33.423	1.9971	87.119	29.671	100
19.201	41.649	3.4449	79.593	33.155	60
20.712	45.936	4.8365	85.832	34.178	180
19.841	36.87	2.267	92.276	22.095	60
20.26	38.286	2.9483	86.989	33.875	50
16.028	38.043	3.3831	91.65	31.241	60
19.526	30.574	0.94618	83.369	24.116	30
18.15	40.265	0.33224	90.198	20.923	30
17.172	33.47	2.0189	83.343	35.498	40
18.035	41.534	2.1421	79.815	34.41	40
19.765	42.198	3.1083	73.876	36.292	40
19.408	37.938	3.5187	86.54	40.35	50
18.584	39.077	0.63853	85.746	34.53	50
20.916	54.334	5.2489	86.439	40.633	140
21.775	50.335	6.9763	77.111	33.527	170
17.836	35.925	2.1903	71.894	33.737	50
18.536	37.811	4.9933	75.861	50.148	60
18.649	41.581	3.7194	84.721	36.882	60
17.998	31.262	3.264	82.827	36.607	60
18.401	39.045	4.4227	68.775	29.223	80
18.723	36.276	5.1733	83.437	44.819	190
17.211	43.211	3.4188	80.574	32.25	20
18.569	44.881	3.811	74.162	35.726	50
15.319	33.417	3.3664	84.573	29.392	60
16.415	39.63	2.9214	80.312	36.375	90
17.471	28.017	0.46993	86.388	36.956	40
20.729	42.92	4.0581	80.43	38.206	60
16.358	30.5	1.757	90.161	24.119	40
18.376	43.338	3.2671	77.326	31.588	40
20.843	41.019	2.5475	70.973	37.834	40
17.512	32.129	2.8935	89.915	27.018	50
22.134	45.377	3.051	87.765	24.814	140
20.499	36.698	3.2003	90.49	36.458	40
15.964	33.246	1.8377	84.593	26.184	30
17.148	43.198	3.7362	70.984	37.017	80
18.556	44.628	3.8854	69.522	38.77	80
